"","candidate","votes","fraction_votes","PST045214","SEX255214","RHI125214","RHI225214","RHI325214","RHI425214","RHI525214","RHI625214","RHI725214","RHI825214"
"7764","Hillary Clinton",1976,0.896,16601,51.3,46.4,52.4,0.2,0.2,0.1,0.7,1.2,45.6
"7765","Hillary Clinton",1550,0.89,7599,50.2,14.1,85.1,0.2,0,0.1,0.5,0.5,14
"7768","Donald Trump",116,0.483,7599,50.2,14.1,85.1,0.2,0,0.1,0.5,0.5,14
"7771","Donald Trump",763,0.571,11822,52.4,38.7,59.9,0.3,0.2,0,0.9,1.2,37.9
"7772","Hillary Clinton",1806,0.892,11822,52.4,38.7,59.9,0.3,0.2,0,0.9,1.2,37.9
"7779","Hillary Clinton",2681,0.835,68290,51.4,68.7,29.3,0.6,0.5,0,0.9,4.3,65.1
"7781","Donald Trump",6388,0.531,68290,51.4,68.7,29.3,0.6,0.5,0,0.9,4.3,65.1
"7783","Donald Trump",484,0.52,10163,49.8,35.1,60.4,3.5,0.2,0,0.8,0.8,34.7
"7785","Hillary Clinton",1008,0.892,10163,49.8,35.1,60.4,3.5,0.2,0,0.8,0.8,34.7
"7791","Donald Trump",2521,0.361,52930,51.2,72,23.7,0.3,2.6,0.1,1.2,2.3,70.2
"7792","Hillary Clinton",2451,0.643,52930,51.2,72,23.7,0.3,2.6,0.1,1.2,2.3,70.2
"7795","Donald Trump",5197,0.456,60099,51.8,76.4,20.6,0.3,1.3,0.1,1.2,2.5,74.4
"7799","Hillary Clinton",1464,0.725,60099,51.8,76.4,20.6,0.3,1.3,0.1,1.2,2.5,74.4
"7802","Hillary Clinton",3306,0.835,79739,51.6,54.8,42.9,0.3,0.8,0.1,1.1,2.2,53.2
"7805","Donald Trump",4740,0.453,79739,51.6,54.8,42.9,0.3,0.8,0.1,1.1,2.2,53.2
"7808","Hillary Clinton",1112,0.85,12502,51,67,31.4,0.3,0.3,0,0.9,1.9,65.6
"7810","Donald Trump",1201,0.558,12502,51,67,31.4,0.3,0.3,0,0.9,1.9,65.6
"7815","Donald Trump",1413,0.52,23193,47.9,50,41.9,6.7,0.3,0,0.9,4.2,47.7
"7818","Hillary Clinton",1614,0.854,23193,47.9,50,41.9,6.7,0.3,0,0.9,4.2,47.7
"7819","Donald Trump",5369,0.395,85246,52.2,69,28.7,0.2,0.8,0,1.2,2.5,66.9
"7824","Hillary Clinton",3020,0.769,85246,52.2,69,28.7,0.2,0.8,0,1.2,2.5,66.9
"7825","Hillary Clinton",2094,0.904,31422,51.9,25.5,72.7,0.4,0.7,0,0.7,2.5,24
"7827","Donald Trump",766,0.485,31422,51.9,25.5,72.7,0.4,0.7,0,0.7,2.5,24
"7832","Hillary Clinton",1817,0.851,34775,52.2,67.7,31,0.2,0.4,0,0.7,1.1,66.9
"7833","Donald Trump",2950,0.475,34775,52.2,67.7,31,0.2,0.4,0,0.7,1.1,66.9
"7840","Donald Trump",3342,0.423,59730,52.4,53.9,44,0.2,0.7,0.1,1.1,1.9,52.5
"7841","Hillary Clinton",4030,0.824,59730,52.4,53.9,44,0.2,0.7,0.1,1.1,1.9,52.5
"7847","Donald Trump",7540,0.42,101688,52.1,58.1,38.3,0.4,2.4,0.1,0.8,2.8,55.9
"7848","Hillary Clinton",7414,0.834,101688,52.1,58.1,38.3,0.4,2.4,0.1,0.8,2.8,55.9
"7851","Hillary Clinton",1539,0.875,25868,51.7,66,32.4,0.2,0.3,0,1,1.4,64.9
"7852","Donald Trump",2454,0.522,25868,51.7,66,32.4,0.2,0.3,0,1,1.4,64.9
"7856","Donald Trump",1712,0.457,36234,50.6,50.9,47.6,0.3,0.3,0,0.9,3.3,48.1
"7858","Hillary Clinton",3361,0.887,36234,50.6,50.9,47.6,0.3,0.3,0,0.9,3.3,48.1
"7861","Hillary Clinton",1913,0.849,36003,52,67.8,30.8,0.3,0.2,0,0.9,1.1,67
"7863","Donald Trump",2602,0.5,36003,52,67.8,30.8,0.3,0.2,0,0.9,1.1,67
"7868","Donald Trump",698,0.491,10400,52.2,53.2,45.5,0.2,0.3,0,0.7,1.2,52.4
"7872","Hillary Clinton",953,0.89,10400,52.2,53.2,45.5,0.2,0.3,0,0.7,1.2,52.4
"7873","Donald Trump",2249,0.498,29465,52.2,60.4,21.2,16.4,0.4,0,1.5,2,59.1
"7877","Hillary Clinton",929,0.781,29465,52.2,60.4,21.2,16.4,0.4,0,1.5,2,59.1
"7879","Hillary Clinton",1000,0.835,21832,52,63.4,30.3,4.9,0.4,0,0.9,1.7,62.2
"7884","Donald Trump",1794,0.463,21832,52,63.4,30.3,4.9,0.4,0,0.9,1.7,62.2
"7886","Donald Trump",229,0.387,11115,51.9,26.9,71.7,0.2,0.3,0,0.8,1.1,26.2
"7889","Hillary Clinton",1397,0.905,11115,51.9,26.9,71.7,0.2,0.3,0,0.8,1.1,26.2
"7891","Donald Trump",1548,0.314,49414,50.4,58.2,37.2,0.2,3.2,0.1,1.1,1.7,56.8
"7895","Hillary Clinton",2389,0.758,49414,50.4,58.2,37.2,0.2,3.2,0.1,1.1,1.7,56.8
"7897","Hillary Clinton",3061,0.858,34444,51.7,48.7,49.7,0.3,0.2,0,1,1.8,47.5
"7899","Donald Trump",2272,0.544,34444,51.7,48.7,49.7,0.3,0.2,0,1,1.8,47.5
"7906","Hillary Clinton",974,0.724,55224,50.5,84.4,12.8,0.6,0.5,0.1,1.7,3,81.7
"7907","Donald Trump",4562,0.503,55224,50.5,84.4,12.8,0.6,0.5,0.1,1.7,3,81.7
"7910","Hillary Clinton",401,0.827,12227,51.4,77.9,20.2,0.4,0.2,0,1.2,1.3,76.9
"7914","Donald Trump",676,0.506,12227,51.4,77.9,20.2,0.4,0.2,0,1.2,1.3,76.9
"7919","Donald Trump",2187,0.501,40058,52.6,45.7,52.5,0.3,0.6,0,0.8,1.3,44.9
"7920","Hillary Clinton",2870,0.865,40058,52.6,45.7,52.5,0.3,0.6,0,0.8,1.3,44.9
"7924","Hillary Clinton",733,0.712,30950,50.4,82.2,15.6,0.6,0.3,0,1.3,6.3,77
"7925","Donald Trump",2320,0.417,30950,50.4,82.2,15.6,0.6,0.3,0,1.3,6.3,77
"7929","Donald Trump",1597,0.47,25428,50.8,84.2,14.2,0.3,0.2,0,1.2,1.3,83.2
"7931","Hillary Clinton",681,0.71,25428,50.8,84.2,14.2,0.3,0.2,0,1.2,1.3,83.2
"7933","Donald Trump",210,0.529,7678,52.1,29,69.1,0.2,0.3,0,1.3,1,28.4
"7935","Hillary Clinton",986,0.853,7678,52.1,29,69.1,0.2,0.3,0,1.3,1,28.4
"7941","Hillary Clinton",4689,0.771,148070,51.7,77.2,20.2,0.2,1.2,0.1,1.1,2.6,75
"7944","Donald Trump",13729,0.469,148070,51.7,77.2,20.2,0.2,1.2,0.1,1.1,2.6,75
"7945","Hillary Clinton",2013,0.855,28461,51.2,59,38.1,0.7,0.5,0.5,1.2,10.7,50.5
"7950","Donald Trump",1823,0.525,28461,51.2,59,38.1,0.7,0.5,0.5,1.2,10.7,50.5
"7951","Hillary Clinton",645,0.914,4647,53.8,29.2,69.6,0.2,0.3,0,0.8,1.7,28.1
"7953","Donald Trump",232,0.57,4647,53.8,29.2,69.6,0.2,0.3,0,0.8,1.7,28.1
"7961","Donald Trump",2420,0.509,27463,51.3,62.6,35.7,0.3,0.4,0.1,0.9,1.6,61.5
"7962","Hillary Clinton",1855,0.853,27463,51.3,62.6,35.7,0.3,0.4,0.1,0.9,1.6,61.5
"7963","Donald Trump",1820,0.552,16188,51.9,75.5,23.6,0.2,0.1,0,0.7,1.5,74.3
"7965","Hillary Clinton",712,0.814,16188,51.9,75.5,23.6,0.2,0.1,0,0.7,1.5,74.3
"7970","Hillary Clinton",544,0.775,17875,50.1,78.2,19.8,0.5,0.3,0,1.1,1.7,76.8
"7973","Donald Trump",1401,0.438,17875,50.1,78.2,19.8,0.5,0.3,0,1.1,1.7,76.8
"7975","Hillary Clinton",2332,0.878,27496,47.2,25.8,73,0.3,0.4,0,0.6,1.5,25
"7977","Donald Trump",897,0.611,27496,47.2,25.8,73,0.3,0.4,0,0.6,1.5,25
"7981","Donald Trump",769,0.636,14761,44.3,41.3,56.4,0.3,0.9,0.1,1,6.2,36.1
"7982","Hillary Clinton",1341,0.874,14761,44.3,41.3,56.4,0.3,0.9,0.1,1,6.2,36.1
"7987","Donald Trump",1795,0.421,28204,51.7,66.7,31.3,0.3,0.3,0.1,1.3,2.5,64.7
"7990","Hillary Clinton",1435,0.851,28204,51.7,66.7,31.3,0.3,0.3,0.1,1.3,2.5,64.7
"7994","Donald Trump",1951,0.489,22039,50.8,81.3,16.7,0.4,0.2,0,1.4,4.8,77.1
"7995","Hillary Clinton",575,0.749,22039,50.8,81.3,16.7,0.4,0.2,0,1.4,4.8,77.1
"8000","Donald Trump",1854,0.523,19420,51.8,95.7,2.8,0.4,0.2,0,0.9,2.6,93.4
"8003","Hillary Clinton",361,0.613,19420,51.8,95.7,2.8,0.4,0.2,0,0.9,2.6,93.4
"8008","Donald Trump",150,0.558,10598,52.9,22.2,75.6,0.2,0.9,0.2,1,2.4,20.4
"8009","Hillary Clinton",904,0.774,10598,52.9,22.2,75.6,0.2,0.9,0.2,1,2.4,20.4
"8013","Hillary Clinton",593,0.713,28097,51.2,82.8,15.1,0.3,0.3,0.1,1.4,4.6,78.8
"8015","Donald Trump",2169,0.433,28097,51.2,82.8,15.1,0.3,0.3,0.1,1.4,4.6,78.8
"8019","Hillary Clinton",1111,0.885,14859,51.9,54.2,43.8,0.4,0.2,0.1,1.3,1.8,52.9
"8020","Donald Trump",1143,0.578,14859,51.9,54.2,43.8,0.4,0.2,0.1,1.3,1.8,52.9
"8026","Hillary Clinton",3463,0.844,47983,52.4,49.6,48.2,0.3,0.9,0,1,2,48.1
"8027","Donald Trump",2987,0.502,47983,52.4,49.6,48.2,0.3,0.9,0,1,2,48.1
"8030","Hillary Clinton",2982,0.877,48958,53.2,27,71.4,0.2,0.7,0,0.6,1.3,26.3
"8034","Donald Trump",1349,0.552,48958,53.2,27,71.4,0.2,0.7,0,0.6,1.3,26.3
"8036","Hillary Clinton",1441,0.838,20490,51.9,59.2,39.4,0.3,0.2,0,0.9,1.5,58.1
"8037","Donald Trump",1735,0.518,20490,51.9,59.2,39.4,0.3,0.2,0,0.9,1.5,58.1
"8041","Hillary Clinton",397,0.819,9972,51,78.7,19.7,0.2,0.3,0,1.1,1.3,77.5
"8044","Donald Trump",1191,0.501,9972,51,78.7,19.7,0.2,0.3,0,1.1,1.3,77.5
"8049","Hillary Clinton",1269,0.934,9191,46.6,28.9,70.2,0.2,0.2,0,0.5,0.7,28.6
"8050","Donald Trump",364,0.546,9191,46.6,28.9,70.2,0.2,0.2,0,0.5,0.7,28.6
"8054","Hillary Clinton",1442,0.863,18478,51,51.5,46.3,1.1,0.3,0,0.8,1.2,50.5
"8057","Donald Trump",1156,0.459,18478,51,51.5,46.3,1.1,0.3,0,0.8,1.2,50.5
"8061","Hillary Clinton",1214,0.842,12276,51.8,59.8,38.5,0.3,0.3,0,1.1,1.7,58.5
"8062","Donald Trump",1029,0.545,12276,51.8,59.8,38.5,0.3,0.3,0,1.1,1.7,58.5
"8068","Donald Trump",1510,0.548,27817,44.6,40.8,57.4,0.3,0.6,0,1,5.6,36.1
"8069","Hillary Clinton",2203,0.908,27817,44.6,40.8,57.4,0.3,0.6,0,1,5.6,36.1
"8074","Donald Trump",1404,0.404,25602,51.9,93.7,1.9,0.3,2.2,0.1,1.8,2.6,91.4
"8076","Hillary Clinton",799,0.407,25602,51.9,93.7,1.9,0.3,2.2,0.1,1.8,2.6,91.4
"8079","Hillary Clinton",498,0.399,17379,50.5,97,0.8,0.3,0.5,0,1.3,2.2,95.1
"8082","Donald Trump",1457,0.417,17379,50.5,97,0.8,0.3,0.5,0,1.3,2.2,95.1
"8084","Hillary Clinton",141,0.445,5382,50.4,97.9,0.4,0.4,0.2,0.1,1,1.3,96.8
"8085","Donald Trump",487,0.437,5382,50.4,97.9,0.4,0.4,0.2,0.1,1,1.3,96.8
"8090","Hillary Clinton",749,0.496,25887,54.5,90.2,6.9,0.5,0.5,0.1,1.9,2.6,87.9
"8092","Donald Trump",1611,0.4,25887,54.5,90.2,6.9,0.5,0.5,0.1,1.9,2.6,87.9
"8096","Hillary Clinton",874,0.516,35662,50.2,95.1,0.5,1.3,1.4,0.1,1.7,8.8,87.1
"8097","Donald Trump",3030,0.431,35662,50.2,95.1,0.5,1.3,1.4,0.1,1.7,8.8,87.1
"8105","Hillary Clinton",205,0.481,12057,50.7,94.7,0.8,1.3,0.5,0.1,2.6,2.5,92.9
"8106","Donald Trump",986,0.341,12057,50.7,94.7,0.8,1.3,0.5,0.1,2.6,2.5,92.9
"8108","Donald Trump",1306,0.46,16584,50.6,96.4,1.1,0.8,0.2,0,1.5,2.2,94.6
"8112","Hillary Clinton",518,0.435,16584,50.6,96.4,1.1,0.8,0.2,0,1.5,2.2,94.6
"8113","Hillary Clinton",669,0.533,18806,49.7,97,0.5,0.6,0.4,0.1,1.4,1.8,95.5
"8117","Donald Trump",2278,0.554,18806,49.7,97,0.5,0.6,0.4,0.1,1.4,1.8,95.5
"8123","Hillary Clinton",242,0.538,12394,50,97.6,0.4,0.7,0.2,0,1,0.9,96.8
"8124","Donald Trump",1272,0.476,12394,50,97.6,0.4,0.7,0.2,0,1,0.9,96.8
"8128","Hillary Clinton",9628,0.387,172717,51.6,82.6,9.6,0.4,4.4,0.1,2.8,3.2,80
"8129","Donald Trump",7898,0.309,172717,51.6,82.6,9.6,0.4,4.4,0.1,2.8,3.2,80
"8131","Hillary Clinton",3443,0.445,89486,49.7,89.6,6,0.6,1.1,0.3,2.3,6,84.4
"8132","Donald Trump",4691,0.416,89486,49.7,89.6,6,0.6,1.1,0.3,2.3,6,84.4
"8138","Donald Trump",3652,0.505,42972,51.1,90.7,5.5,0.7,0.8,0,2.3,1.7,89.3
"8139","Hillary Clinton",889,0.527,42972,51.1,90.7,5.5,0.7,0.8,0,2.3,1.7,89.3
"8145","Hillary Clinton",244,0.432,9034,49.6,96.8,0.5,0.7,0.3,0,1.7,2,95.1
"8148","Donald Trump",780,0.437,9034,49.6,96.8,0.5,0.7,0.3,0,1.7,2,95.1
"8149","Donald Trump",3141,0.416,44750,49.2,91.9,4.7,0.5,0.9,0,2,2,90.4
"8152","Hillary Clinton",1378,0.445,44750,49.2,91.9,4.7,0.5,0.9,0,2,2,90.4
"8155","Hillary Clinton",1388,0.489,44021,50.6,96.8,0.6,0.6,0.6,0.1,1.3,2.5,94.6
"8157","Donald Trump",5467,0.549,44021,50.6,96.8,0.6,0.6,0.6,0.1,1.3,2.5,94.6
"8161","Donald Trump",6137,0.39,78043,51.6,88.4,7.7,0.4,1.5,0,2,2.2,86.6
"8164","Hillary Clinton",2076,0.466,78043,51.6,88.4,7.7,0.4,1.5,0,2,2.2,86.6
"8167","Donald Trump",1004,0.513,9043,50.8,95.5,2.1,0.3,0.5,0.1,1.5,1.3,94.3
"8170","Hillary Clinton",233,0.463,9043,50.8,95.5,2.1,0.3,0.5,0.1,1.5,1.3,94.3
"8173","Hillary Clinton",138,0.486,6258,51.5,96.3,0.4,1.1,0.1,0,1.9,1.9,94.9
"8178","Donald Trump",623,0.535,6258,51.5,96.3,0.4,1.1,0.1,0,1.9,1.9,94.9
"8180","Donald Trump",6886,0.39,100889,51.1,92.4,4,0.7,0.8,0.1,2.1,4.3,88.7
"8182","Hillary Clinton",3765,0.468,100889,51.1,92.4,4,0.7,0.8,0.1,2.1,4.3,88.7
"8185","Donald Trump",1355,0.429,13952,50.4,96.7,0.3,0.8,0.4,0,1.7,2.1,94.9
"8189","Hillary Clinton",332,0.47,13952,50.4,96.7,0.3,0.8,0.4,0,1.7,2.1,94.9
"8191","Donald Trump",597,0.423,7694,50.3,96.2,2.3,0.3,0.2,0,0.9,1,95.5
"8195","Hillary Clinton",321,0.521,7694,50.3,96.2,2.3,0.3,0.2,0,0.9,1,95.5
"8197","Hillary Clinton",2146,0.408,82101,51.2,96.1,0.8,0.7,0.6,0.1,1.8,2.9,93.6
"8200","Donald Trump",6907,0.348,82101,51.2,96.1,0.8,0.7,0.6,0.1,1.8,2.9,93.6
"8205","Hillary Clinton",202,0.514,6917,49.4,97.9,0.3,0.2,0.5,0,1.1,0.8,97.2
"8207","Donald Trump",545,0.461,6917,49.4,97.9,0.3,0.2,0.5,0,1.1,0.8,97.2
"8211","Donald Trump",12291,0.375,233682,51,88.2,6,0.6,2.3,0.3,2.6,6.6,82.4
"8214","Hillary Clinton",10630,0.455,233682,51,88.2,6,0.6,2.3,0.3,2.6,6.6,82.4
"8215","Hillary Clinton",765,0.462,20299,49.6,95.4,1.6,0.7,0.5,0,1.7,2.1,93.6
"8216","Donald Trump",1635,0.45,20299,49.6,95.4,1.6,0.7,0.5,0,1.7,2.1,93.6
"8223","Donald Trump",5553,0.377,76557,49.4,84.5,11.8,0.4,1.3,0.1,1.9,2.7,82.3
"8225","Hillary Clinton",2798,0.453,76557,49.4,84.5,11.8,0.4,1.3,0.1,1.9,2.7,82.3
"8230","Hillary Clinton",516,0.501,17585,47.3,89.6,7.4,0.5,0.5,0.1,1.9,1.6,88.3
"8231","Donald Trump",1248,0.405,17585,47.3,89.6,7.4,0.5,0.5,0.1,1.9,1.6,88.3
"8233","Donald Trump",2189,0.53,24650,50.6,97.4,0.5,0.5,0.4,0.1,1.3,1.8,95.8
"8235","Hillary Clinton",522,0.412,24650,50.6,97.4,0.5,0.5,0.4,0.1,1.3,1.8,95.8
"8241","Hillary Clinton",201,0.481,7628,49.2,95.8,0.5,0.9,0.3,0,2.5,1.8,94.3
"8244","Donald Trump",787,0.391,7628,49.2,95.8,0.5,0.9,0.3,0,2.5,1.8,94.3
"8246","Hillary Clinton",397,0.429,16389,50.1,96.7,0.3,1,0.2,0.1,1.8,1.8,95.1
"8249","Donald Trump",1672,0.458,16389,50.1,96.7,0.3,1,0.2,0.1,1.8,1.8,95.1
"8251","Hillary Clinton",239,0.51,8297,49.6,97.5,0.6,0.4,0.2,0,1.2,1.5,96.2
"8253","Donald Trump",634,0.503,8297,49.6,97.5,0.6,0.4,0.2,0,1.2,1.5,96.2
"8260","Hillary Clinton",221,0.39,12692,36.8,86.6,11.6,0.5,0.3,0.1,0.9,2,84.8
"8262","Donald Trump",800,0.44,12692,36.8,86.6,11.6,0.5,0.3,0.1,0.9,2,84.8
"8264","Hillary Clinton",327,0.405,15655,50,95.8,0.6,1,0.9,0,1.7,1.4,94.6
"8267","Donald Trump",1688,0.514,15655,50,95.8,0.6,1,0.9,0,1.7,1.4,94.6
"8270","Donald Trump",1657,0.528,13546,50.6,96.7,0.4,0.6,0.3,0,1.9,1.2,95.7
"8273","Hillary Clinton",268,0.405,13546,50.6,96.7,0.4,0.6,0.3,0,1.9,1.2,95.7
"8275","Hillary Clinton",724,0.609,31344,52.1,87.1,10.4,0.4,0.4,0,1.7,6.3,81.2
"8277","Donald Trump",1781,0.559,31344,52.1,87.1,10.4,0.4,0.4,0,1.7,6.3,81.2
"8284","Donald Trump",9080,0.445,102084,50.3,96.9,1,0.4,0.5,0,1.2,1.7,95.3
"8286","Hillary Clinton",3701,0.429,102084,50.3,96.9,1,0.4,0.5,0,1.2,1.7,95.3
"8287","Hillary Clinton",401,0.438,14866,50.6,97.6,0.4,0.3,0.5,0,1.2,1.4,96.3
"8288","Donald Trump",1429,0.455,14866,50.6,97.6,0.4,0.3,0.5,0,1.2,1.4,96.3
"8296","Hillary Clinton",171,0.48,6826,51.7,97.7,0.6,0.3,0.4,0,1,1,96.8
"8298","Donald Trump",435,0.407,6826,51.7,97.7,0.6,0.3,0.4,0,1,1,96.8
"8300","Hillary Clinton",10910,0.383,285865,51.2,91.3,3.2,0.7,1.9,0.1,2.7,3.5,88.4
"8304","Donald Trump",16649,0.321,285865,51.2,91.3,3.2,0.7,1.9,0.1,2.7,3.5,88.4
"8306","Donald Trump",978,0.501,10197,52.6,96.8,0.8,0.6,0.7,0.1,1.1,2,95
"8309","Hillary Clinton",219,0.446,10197,52.6,96.8,0.8,0.6,0.7,0.1,1.1,2,95
"8312","Donald Trump",755,0.465,8639,50.2,97.3,0.5,0.5,0.4,0.1,1.1,2.2,95.5
"8313","Hillary Clinton",158,0.485,8639,50.2,97.3,0.5,0.5,0.4,0.1,1.1,2.2,95.5
"8320","Donald Trump",1636,0.445,22028,50.9,95.7,1.4,0.6,0.4,0.1,1.8,2.1,93.9
"8321","Hillary Clinton",780,0.517,22028,50.9,95.7,1.4,0.6,0.4,0.1,1.8,2.1,93.9
"8323","Hillary Clinton",73,0.537,9219,51.1,96.7,0.4,0.8,0.2,0.1,1.8,1.4,95.5
"8328","Donald Trump",297,0.549,9219,51.1,96.7,0.4,0.8,0.2,0.1,1.8,1.4,95.5
"8330","Donald Trump",504,0.471,4516,50.7,97.5,0.3,0.9,0.4,0,1,1,96.6
"8331","Hillary Clinton",128,0.522,4516,50.7,97.5,0.3,0.9,0.4,0,1,1,96.6
"8335","Donald Trump",693,0.398,10159,50.2,91.6,5.6,0.6,0.2,0.1,1.9,1.4,90.6
"8338","Hillary Clinton",413,0.488,10159,50.2,91.6,5.6,0.6,0.2,0.1,1.9,1.4,90.6
"8342","Hillary Clinton",833,0.402,40173,51.3,96.3,0.5,0.8,0.7,0,1.7,2,94.6
"8346","Donald Trump",4230,0.5,40173,51.3,96.3,0.5,0.8,0.7,0,1.7,2,94.6
"8347","Donald Trump",800,0.489,10267,50.7,95.7,1.6,0.7,0.1,0,1.8,1.7,94.2
"8348","Hillary Clinton",349,0.438,10267,50.7,95.7,1.6,0.7,0.1,0,1.8,1.7,94.2
"8354","Hillary Clinton",48860,0.529,683191,51.6,70.4,24,0.6,1.8,0.3,2.9,8.8,62.9
"8355","Donald Trump",26714,0.373,683191,51.6,70.4,24,0.6,1.8,0.3,2.9,8.8,62.9
"8359","Hillary Clinton",2289,0.371,117543,51.1,91.2,2.4,1.8,1.1,0.6,3,7.5,84.9
"8364","Donald Trump",6725,0.325,117543,51.1,91.2,2.4,1.8,1.1,0.6,3,7.5,84.9
"8366","Donald Trump",17781,0.513,222716,50.4,96.4,1.1,0.3,0.7,0,1.4,1.8,94.8
"8370","Hillary Clinton",9637,0.442,222716,50.4,96.4,1.1,0.3,0.7,0,1.4,1.8,94.8
"8374","Donald Trump",3035,0.407,54362,48.8,89.4,4.9,0.7,2,0.3,2.9,4,86
"8375","Hillary Clinton",1473,0.425,54362,48.8,89.4,4.9,0.7,2,0.3,2.9,4,86
"8377","Hillary Clinton",134,0.568,4000,50.5,97.4,0.5,0.3,0.3,0,1.6,1.2,96.2
"8381","Donald Trump",343,0.478,4000,50.5,97.4,0.5,0.3,0.3,0,1.6,1.2,96.2
"8383","Hillary Clinton",737,0.436,35439,50.7,95.8,0.9,0.8,0.5,0.1,1.9,2.2,93.8
"8385","Donald Trump",3493,0.455,35439,50.7,95.8,0.9,0.8,0.5,0.1,1.9,2.2,93.8
"8391","Hillary Clinton",1173,0.462,32688,50.4,94.4,2.4,0.5,0.5,0.2,2.1,2.6,92.2
"8394","Donald Trump",2518,0.422,32688,50.4,94.4,2.4,0.5,0.5,0.2,2.1,2.6,92.2
"8395","Donald Trump",3135,0.379,38023,50.5,96.1,0.5,1.1,0.5,0.1,1.7,7.1,89.8
"8396","Hillary Clinton",872,0.453,38023,50.5,96.1,0.5,1.1,0.5,0.1,1.7,7.1,89.8
"8402","Donald Trump",801,0.499,10138,50,94.2,3.3,0.3,0.4,0.1,1.8,1.6,92.8
"8406","Hillary Clinton",239,0.483,10138,50,94.2,3.3,0.3,0.4,0.1,1.8,1.6,92.8
"8407","Donald Trump",4144,0.47,54249,49.8,95.3,2,0.4,0.6,0.1,1.7,2.2,93.4
"8411","Hillary Clinton",1561,0.431,54249,49.8,95.3,2,0.4,0.6,0.1,1.7,2.2,93.4
"8414","Donald Trump",955,0.448,12311,51.4,97.2,0.8,0.3,0.3,0,1.3,1.9,95.6
"8416","Hillary Clinton",436,0.505,12311,51.4,97.2,0.8,0.3,0.3,0,1.3,1.9,95.6
"8420","Donald Trump",1191,0.461,15053,55.9,94.6,3.2,0.5,0.4,0,1.3,1.8,93
"8421","Hillary Clinton",397,0.485,15053,55.9,94.6,3.2,0.5,0.4,0,1.3,1.8,93
"8425","Hillary Clinton",364,0.476,22800,49.2,89.1,1.6,3.1,1.4,1.5,3.3,11.6,79
"8428","Donald Trump",1580,0.443,22800,49.2,89.1,1.6,3.1,1.4,1.5,3.3,11.6,79
"8432","Donald Trump",1489,0.464,15479,50.9,94.9,2.3,0.3,0.5,0.1,1.8,1.3,94
"8435","Hillary Clinton",421,0.437,15479,50.9,94.9,2.3,0.3,0.5,0.1,1.8,1.3,94
"8437","Donald Trump",916,0.466,12368,50.8,97,0.5,0.4,1,0,1.1,2.1,95.3
"8438","Hillary Clinton",346,0.494,12368,50.8,97,0.5,0.4,1,0,1.1,2.1,95.3
"8445","Donald Trump",958,0.503,9013,49.7,97.2,0.5,0.6,0.3,0,1.3,1.1,96.2
"8446","Hillary Clinton",305,0.502,9013,49.7,97.2,0.5,0.6,0.3,0,1.3,1.1,96.2
"8451","Donald Trump",2064,0.407,28920,51.6,91.5,5.2,0.2,0.8,0.1,2.2,1.6,90.2
"8453","Hillary Clinton",925,0.547,28920,51.6,91.5,5.2,0.2,0.8,0.1,2.2,1.6,90.2
"8458","Hillary Clinton",69,0.519,3719,49.8,97.3,0.2,0.5,0.6,0,1.3,1,96.5
"8460","Donald Trump",455,0.6,3719,49.8,97.3,0.2,0.5,0.6,0,1.3,1,96.5
"8463","Hillary Clinton",432,0.465,25141,50.1,96.6,0.6,0.6,0.4,0.2,1.7,1.9,95
"8465","Donald Trump",2482,0.49,25141,50.1,96.6,0.6,0.6,0.4,0.2,1.7,1.9,95
"8469","Hillary Clinton",486,0.672,14232,46.6,73.6,24.7,0.3,0.2,0,1.2,2,71.9
"8471","Donald Trump",970,0.529,14232,46.6,73.6,24.7,0.3,0.2,0,1.2,2,71.9
"8475","Hillary Clinton",340,0.446,15856,46.9,93.8,4.1,0.4,0.4,0.1,1.3,4.6,89.4
"8476","Donald Trump",1144,0.386,15856,46.9,93.8,4.1,0.4,0.4,0.1,1.3,4.6,89.4
"8479","Donald Trump",698,0.432,8707,49.4,94.7,2.8,0.5,0.4,0,1.6,1.2,93.6
"8484","Hillary Clinton",252,0.509,8707,49.4,94.7,2.8,0.5,0.4,0,1.6,1.2,93.6
"8485","Donald Trump",1192,0.495,11841,50.1,96.1,1.6,0.3,0.4,0,1.5,1.6,94.7
"8487","Hillary Clinton",330,0.494,11841,50.1,96.1,1.6,0.3,0.4,0,1.5,1.6,94.7
"8492","Donald Trump",1976,0.518,20240,49.7,96.1,1,0.7,0.5,0,1.6,1.9,94.6
"8494","Hillary Clinton",554,0.515,20240,49.7,96.1,1,0.7,0.5,0,1.6,1.9,94.6
"8498","Hillary Clinton",691,0.642,18272,52.1,81.6,15.8,0.3,0.5,0.1,1.7,1.6,80.4
"8501","Donald Trump",1376,0.55,18272,52.1,81.6,15.8,0.3,0.5,0.1,1.7,1.6,80.4
"8504","Hillary Clinton",1240,0.439,58598,50.3,91,1,2.4,1.6,0.9,3,5,86.8
"8508","Donald Trump",4303,0.351,58598,50.3,91,1,2.4,1.6,0.9,3,5,86.8
"8511","Hillary Clinton",616,0.416,23081,49.7,94.3,2.7,0.3,1.7,0,1,1.5,93
"8512","Donald Trump",1268,0.371,23081,49.7,94.3,2.7,0.3,1.7,0,1,1.5,93
"8517","Donald Trump",941,0.517,10911,50.8,95.4,0.5,1.5,0.4,0.1,2.1,1.4,94.2
