"","candidate","votes","fraction_votes","PST045214","SEX255214","RHI125214","RHI225214","RHI325214","RHI425214","RHI525214","RHI625214","RHI725214","RHI825214"
"2589","Hillary Clinton",431,0.763,8797,50.1,64,30.8,0.9,1,1.8,1.6,7.6,59.3
"2591","Hillary Clinton",1463,0.854,21198,52,58.2,39.4,0.4,0.7,0,1.2,2.2,56.5
"2597","Donald Trump",1435,0.481,21198,52,58.2,39.4,0.4,0.7,0,1.2,2.2,56.5
"2601","Donald Trump",555,0.603,5958,51.6,69.4,28.1,0.5,0.7,0.1,1.2,2,68.2
"2604","Hillary Clinton",159,0.776,5958,51.6,69.4,28.1,0.5,0.7,0.1,1.2,2,68.2
"2606","Donald Trump",1246,0.547,22771,47.7,49.8,48,0.5,0.7,0.1,0.9,4.3,46.3
"2609","Hillary Clinton",1338,0.858,22771,47.7,49.8,48,0.5,0.7,0.1,0.9,4.3,46.3
"2617","Hillary Clinton",1250,0.801,27051,49.6,73.9,23.7,0.3,1,0,1.1,2.3,72
"2618","Donald Trump",2262,0.409,27051,49.6,73.9,23.7,0.3,1,0,1.1,2.3,72
"2624","Hillary Clinton",287,0.782,8991,48.3,71.4,26.8,0.1,0.4,0,1.2,6,66.5
"2625","Donald Trump",712,0.489,8991,48.3,71.4,26.8,0.1,0.4,0,1.2,6,66.5
"2629","Donald Trump",1656,0.399,17956,51.5,74,23.2,0.7,0.8,0,1.3,3,71.7
"2630","Hillary Clinton",910,0.775,17956,51.5,74,23.2,0.7,0.8,0,1.3,3,71.7
"2635","Hillary Clinton",444,0.512,39410,50.3,95.8,1.4,0.9,0.5,0.2,1.2,14,83.3
"2638","Donald Trump",3084,0.572,39410,50.3,95.8,1.4,0.9,0.5,0.2,1.2,14,83.3
"2643","Donald Trump",5325,0.344,200887,50.8,47.9,46.1,0.5,2.5,0.2,2.8,7.5,42.4
"2644","Hillary Clinton",12801,0.791,200887,50.8,47.9,46.1,0.5,2.5,0.2,2.8,7.5,42.4
"2650","Donald Trump",5626,0.44,103675,52.3,53.6,43,0.4,1.1,0.1,1.9,4.9,50
"2653","Hillary Clinton",7269,0.78,103675,52.3,53.6,43,0.4,1.1,0.1,1.9,4.9,50
"2654","Donald Trump",2871,0.314,35093,51.1,89,5.4,0.3,3.9,0,1.3,4.6,84.9
"2655","Hillary Clinton",1223,0.525,35093,51.1,89,5.4,0.3,3.9,0,1.3,4.6,84.9
"2662","Hillary Clinton",561,0.605,14673,50.7,79.5,17.7,0.3,0.7,0,1.8,3.9,76.1
"2663","Donald Trump",1230,0.439,14673,50.7,79.5,17.7,0.3,0.7,0,1.8,3.9,76.1
"2671","Donald Trump",10002,0.414,148987,51.2,78.4,18,0.4,1.1,0.1,2.1,5.7,73.8
"2673","Hillary Clinton",4095,0.656,148987,51.2,78.4,18,0.4,1.1,0.1,2.1,5.7,73.8
"2676","Donald Trump",1325,0.434,26922,51.7,51.5,45.1,0.5,1,0.1,1.8,7.3,45.3
"2680","Hillary Clinton",1675,0.837,26922,51.7,51.5,45.1,0.5,1,0.1,1.8,7.3,45.3
"2682","Donald Trump",3360,0.481,29997,50.7,95.8,1.7,0.5,0.8,0,1.3,3.1,93.1
"2683","Hillary Clinton",431,0.531,29997,50.7,95.8,1.7,0.5,0.8,0,1.3,3.1,93.1
"2691","Hillary Clinton",219,0.67,18991,50.4,87.8,9.3,0.8,0.6,0.1,1.3,5.1,83.5
"2693","Donald Trump",1345,0.404,18991,50.4,87.8,9.3,0.8,0.6,0.1,1.3,5.1,83.5
"2696","Donald Trump",1930,0.438,17784,50.5,87.3,10.5,0.3,0.5,0,1.5,1.6,86
"2700","Hillary Clinton",417,0.684,17784,50.5,87.3,10.5,0.3,0.5,0,1.5,1.6,86
"2703","Hillary Clinton",944,0.686,41133,50.9,83.6,13,0.7,0.8,0.2,1.6,13,72.1
"2705","Donald Trump",3360,0.556,41133,50.9,83.6,13,0.7,0.8,0.2,1.6,13,72.1
"2712","Donald Trump",673,0.504,11483,56.8,65.6,31.7,0.4,1.1,0.1,1.1,3.5,62.7
"2715","Hillary Clinton",376,0.86,11483,56.8,65.6,31.7,0.4,1.1,0.1,1.1,3.5,62.7
"2717","Donald Trump",1983,0.492,21192,51.5,70.4,27.3,0.4,0.6,0.3,0.9,6.6,65
"2722","Hillary Clinton",871,0.802,21192,51.5,70.4,27.3,0.4,0.6,0.3,0.9,6.6,65
"2728","Donald Trump",174,0.572,2315,50.6,51.3,47.5,0.3,0.2,0,0.7,1.4,50.4
"2730","Hillary Clinton",193,0.91,2315,50.6,51.3,47.5,0.3,0.2,0,0.7,1.4,50.4
"2733","Hillary Clinton",397,0.541,16243,50.6,95.2,1.6,0.5,0.9,0.1,1.7,8.4,87.7
"2735","Donald Trump",1732,0.459,16243,50.6,95.2,1.6,0.5,0.9,0.1,1.7,8.4,87.7
"2739","Hillary Clinton",690,0.895,7313,53.4,37.7,60.9,0.1,0.5,0.1,0.7,2.1,36.3
"2742","Donald Trump",411,0.587,7313,53.4,37.7,60.9,0.1,0.5,0.1,0.7,2.1,36.3
"2748","Donald Trump",5543,0.368,201368,51.6,39.5,55.5,0.4,1.8,0.3,2.6,4.6,36.4
"2749","Hillary Clinton",16269,0.817,201368,51.6,39.5,55.5,0.4,1.8,0.3,2.6,4.6,36.4
"2753","Hillary Clinton",7930,0.78,87754,52.7,44.4,51,0.5,1.9,0.1,2.1,10,36.4
"2757","Donald Trump",3785,0.41,87754,52.7,44.4,51,0.5,1.9,0.1,2.1,10,36.4
"2759","Hillary Clinton",146,0.834,5163,52.6,76.9,21.5,0.1,0.8,0,0.9,4.4,73
"2764","Donald Trump",331,0.428,5163,52.6,76.9,21.5,0.1,0.8,0,0.9,4.4,73
"2767","Donald Trump",801,0.458,14085,51.2,56.2,41.7,0.4,0.5,0,1.3,1.7,55.1
"2771","Hillary Clinton",771,0.811,14085,51.2,56.2,41.7,0.4,0.5,0,1.3,1.7,55.1
"2774","Donald Trump",754,0.538,8686,52,64.6,33,0.2,0.8,0,1.3,2.9,62.3
"2778","Hillary Clinton",470,0.844,8686,52,64.6,33,0.2,0.8,0,1.3,2.9,62.3
"2780","Hillary Clinton",3129,0.786,63988,51.7,63.7,33.2,0.4,0.9,0.1,1.7,4.5,60
"2781","Donald Trump",4257,0.427,63988,51.7,63.7,33.2,0.4,0.9,0.1,1.7,4.5,60
"2788","Hillary Clinton",460,0.607,25480,51.8,85.1,11.3,0.4,0.9,0.1,2.2,3,82.7
"2793","Donald Trump",1726,0.415,25480,51.8,85.1,11.3,0.4,0.9,0.1,2.2,3,82.7
"2795","Donald Trump",213,0.559,5744,38.9,45.1,51.5,0.6,1,0,1.7,24.5,27.6
"2800","Hillary Clinton",460,0.9,5744,38.9,45.1,51.5,0.6,1,0,1.7,24.5,27.6
"2802","Hillary Clinton",1960,0.824,31232,52.6,44,52.8,0.6,1.4,0.2,1,5.3,40
"2806","Donald Trump",1381,0.459,31232,52.6,44,52.8,0.6,1.4,0.2,1,5.3,40
"2810","Donald Trump",368,0.535,6390,52.3,41.3,56.6,0.4,0.2,0,1.5,2.1,40.1
"2811","Hillary Clinton",852,0.867,6390,52.3,41.3,56.6,0.4,0.2,0,1.5,2.1,40.1
"2815","Hillary Clinton",236,0.864,1693,51.1,40.5,56.9,0.2,0.8,0,1.6,4,37.5
"2820","Donald Trump",102,0.518,1693,51.1,40.5,56.9,0.2,0.8,0,1.6,4,37.5
"2823","Hillary Clinton",518,0.761,25224,42.3,68.1,29.5,0.6,0.5,0.1,1.1,10.5,58.8
"2826","Donald Trump",1089,0.426,25224,42.3,68.1,29.5,0.6,0.5,0.1,1.1,10.5,58.8
"2831","Donald Trump",550,0.517,8442,52.5,60.1,38.2,0.1,0.8,0,0.8,2.3,58.4
"2834","Hillary Clinton",476,0.877,8442,52.5,60.1,38.2,0.1,0.8,0,0.8,2.3,58.4
"2837","Donald Trump",626,0.515,16518,40.7,61.3,36.6,0.3,0.8,0.1,1,14.7,49.4
"2838","Hillary Clinton",426,0.811,16518,40.7,61.3,36.6,0.3,0.8,0.1,1,14.7,49.4
"2845","Hillary Clinton",804,0.881,9132,52.5,37.2,60.3,0.6,0.4,0.2,1.3,2.6,35.6
"2849","Donald Trump",649,0.559,9132,52.5,37.2,60.3,0.6,0.4,0.2,1.3,2.6,35.6
"2853","Donald Trump",2649,0.4,44959,52.6,60.5,36.8,0.5,0.9,0,1.3,3.4,57.8
"2854","Hillary Clinton",2053,0.782,44959,52.6,60.5,36.8,0.5,0.9,0,1.3,3.4,57.8
"2862","Hillary Clinton",1151,0.759,40704,51.9,66.6,30.1,0.4,1.5,0.1,1.3,11.3,56.6
"2863","Donald Trump",2697,0.478,40704,51.9,66.6,30.1,0.4,1.5,0.1,1.3,11.3,56.6
"2865","Donald Trump",1513,0.417,27282,52.6,70.8,26,0.7,0.9,0.2,1.5,11.2,61.1
"2869","Hillary Clinton",562,0.762,27282,52.6,70.8,26,0.7,0.9,0.2,1.5,11.2,61.1
"2872","Hillary Clinton",312,0.529,11098,52.2,96.9,1.2,0.3,0.7,0,0.8,2.6,94.7
"2875","Donald Trump",1356,0.46,11098,52.2,96.9,1.2,0.3,0.7,0,0.8,2.6,94.7
"2878","Donald Trump",437,0.542,6778,49.7,66.1,32.3,0.3,0.3,0,1.1,2.9,63.7
"2881","Hillary Clinton",300,0.822,6778,49.7,66.1,32.3,0.3,0.3,0,1.1,2.9,63.7
"2886","Hillary Clinton",3357,0.789,69469,51.8,60.7,35.4,0.4,1.8,0.2,1.5,3.7,57.8
"2891","Donald Trump",4140,0.434,69469,51.8,60.7,35.4,0.4,1.8,0.2,1.5,3.7,57.8
"2893","Hillary Clinton",330,0.789,8153,50.9,58.3,39.4,0.5,0.8,0.2,0.8,4.5,55
"2894","Donald Trump",652,0.569,8153,50.9,58.3,39.4,0.5,0.8,0.2,0.8,4.5,55
"2899","Hillary Clinton",818,0.864,8320,51.1,57,40.9,0.4,0.3,0,1.4,1.9,55.7
"2901","Donald Trump",594,0.551,8320,51.1,57,40.9,0.4,0.3,0,1.4,1.9,55.7
"2907","Hillary Clinton",573,0.563,21984,51.6,96.7,0.9,0.5,0.6,0,1.3,3.1,94
"2911","Donald Trump",2691,0.456,21984,51.6,96.7,0.9,0.5,0.6,0,1.3,3.1,94
"2913","Donald Trump",1910,0.487,26256,52.3,69.5,28,0.4,0.7,0,1.3,2.5,67.7
"2919","Hillary Clinton",1236,0.808,26256,52.3,69.5,28,0.4,0.7,0,1.3,2.5,67.7
"2920","Donald Trump",4208,0.422,68218,50.7,93,4.5,0.3,0.5,0.1,1.5,2,91.3
"2925","Hillary Clinton",1009,0.53,68218,50.7,93,4.5,0.3,0.5,0.1,1.5,2,91.3
"2927","Donald Trump",7910,0.416,87615,51.3,79.6,17,0.4,1.4,0.1,1.5,3.9,76.5
"2930","Hillary Clinton",2309,0.699,87615,51.3,79.6,17,0.4,1.4,0.1,1.5,3.9,76.5
"2937","Donald Trump",1998,0.434,35515,50.5,67.3,29.3,0.5,1.1,0.1,1.7,3.7,64.3
"2939","Hillary Clinton",919,0.75,35515,50.5,67.3,29.3,0.5,1.1,0.1,1.7,3.7,64.3
"2942","Hillary Clinton",468,0.895,5520,53.1,38.2,59.9,0.4,0.4,0,1.1,1.1,37.6
"2946","Donald Trump",297,0.471,5520,53.1,38.2,59.9,0.4,0.4,0,1.1,1.1,37.6
"2948","Hillary Clinton",1741,0.864,20635,49.6,45.5,52.7,0.2,0.6,0,1,2.2,43.9
"2952","Donald Trump",1013,0.442,20635,49.6,45.5,52.7,0.2,0.6,0,1,2.2,43.9
"2956","Donald Trump",2033,0.457,29949,48.1,76.2,20.7,0.6,0.6,0.1,1.9,6.3,71
"2960","Hillary Clinton",700,0.732,29949,48.1,76.2,20.7,0.6,0.6,0.1,1.9,6.3,71
"2967","Donald Trump",191,0.518,2649,50,55.6,42.5,0.3,0.3,0,1.3,3.7,52.8
"2968","Hillary Clinton",170,0.895,2649,50,55.6,42.5,0.3,0.3,0,1.3,3.7,52.8
"2969","Donald Trump",283,0.501,7995,34.8,60.2,38.4,0.2,0.3,0.1,0.9,5.4,55.8
"2975","Hillary Clinton",177,0.859,7995,34.8,60.2,38.4,0.2,0.3,0.1,0.9,5.4,55.8
"2977","Donald Trump",2715,0.453,27970,51,94.9,2.4,0.6,0.6,0,1.5,2.9,92.3
"2978","Hillary Clinton",498,0.524,27970,51,94.9,2.4,0.6,0.6,0,1.5,2.9,92.3
"2983","Hillary Clinton",1536,0.533,103542,50.3,90.8,4.4,1.4,1.6,0.2,1.6,33.3,60.1
"2987","Donald Trump",5945,0.466,103542,50.3,90.8,4.4,1.4,1.6,0.2,1.6,33.3,60.1
"2991","Donald Trump",602,0.552,8847,41.1,62.2,35.7,0.3,0.7,0,1.1,4.1,58.7
"2993","Hillary Clinton",302,0.868,8847,41.1,62.2,35.7,0.3,0.7,0,1.1,4.1,58.7
"2998","Hillary Clinton",702,0.821,9940,52.2,54.9,42.6,0.2,0.8,0,1.6,3.9,51.7
"3003","Donald Trump",734,0.486,9940,52.2,54.9,42.6,0.2,0.8,0,1.6,3.9,51.7
"3004","Donald Trump",611,0.476,9326,51.9,59,38.6,0.4,0.5,0,1.5,2.7,56.8
"3008","Hillary Clinton",832,0.833,9326,51.9,59,38.6,0.4,0.5,0,1.5,2.7,56.8
"3011","Hillary Clinton",684,0.794,20940,52,69.2,28.9,0.4,0.5,0.1,1,2.1,67.6
"3017","Donald Trump",1890,0.552,20940,52,69.2,28.9,0.4,0.5,0.1,1,2.1,67.6
"3019","Donald Trump",955,0.477,194190,50,34.3,0.9,0.6,22,12.7,29.4,12.3,30.6
"3022","Hillary Clinton",1639,0.226,194190,50,34.3,0.9,0.6,22,12.7,29.4,12.3,30.6
"3027","Hillary Clinton",6686,0.368,991788,49.2,23.1,3.1,0.4,42.4,9.4,21.6,9.5,19.6
"3029","Donald Trump",3664,0.405,991788,49.2,23.1,3.1,0.4,42.4,9.4,21.6,9.5,19.6
"3030","Hillary Clinton",607,0.228,70475,49.9,33.7,0.7,0.6,31.3,9.1,24.6,10.8,30.1
"3035","Donald Trump",380,0.427,70475,49.9,33.7,0.7,0.6,31.3,9.1,24.6,10.8,30.1
"3036","Hillary Clinton",1195,0.212,163019,49.7,35.9,0.9,0.6,28.7,10.7,23.2,11,31.3
"3037","Donald Trump",678,0.471,163019,49.7,35.9,0.9,0.6,28.7,10.7,23.2,11,31.3
"3042","Donald Trump",15191,0.304,426236,49.9,92.4,1.3,0.8,2.6,0.2,2.7,7.7,85.5
"3044","Hillary Clinton",1663,0.182,426236,49.9,92.4,1.3,0.8,2.6,0.2,2.7,7.7,85.5
"3049","Hillary Clinton",19,0.275,3861,48.5,96.4,0.2,1,0.5,0.1,1.8,3.2,93.6
"3050","Donald Trump",354,0.431,3861,48.5,96.4,0.2,1,0.5,0.1,1.8,3.2,93.6
"3056","Donald Trump",1711,0.192,83347,50.2,91.6,0.9,3.7,1.4,0.3,2.2,8,85
"3058","Hillary Clinton",301,0.2,83347,50.2,91.6,0.9,3.7,1.4,0.3,2.2,8,85
"3060","Hillary Clinton",12,0.324,5957,50.3,97.4,0.3,0.9,0.5,0,1,4.2,93.7
"3064","Donald Trump",363,0.241,5957,50.3,97.4,0.3,0.9,0.5,0,1,4.2,93.7
"3066","Hillary Clinton",20,0.282,9118,49.5,86.6,0.4,8.5,0.4,0.1,4.1,3.3,84.5
"3070","Donald Trump",428,0.328,9118,49.5,86.6,0.4,8.5,0.4,0.1,4.1,3.3,84.5
"3072","Donald Trump",1191,0.171,45269,49.8,89.4,0.5,7.5,0.7,0.2,1.8,17.8,74.4
"3074","Hillary Clinton",55,0.232,45269,49.8,89.4,0.5,7.5,0.7,0.2,1.8,17.8,74.4
"3079","Donald Trump",543,0.347,21482,49.2,95.5,0.3,1.5,1,0.2,1.4,20.7,76.9
"3083","Hillary Clinton",249,0.316,21482,49.2,95.5,0.3,1.5,1,0.2,1.4,20.7,76.9
"3088","Hillary Clinton",36,0.321,6824,48.4,95.3,0.5,1.3,0.5,0.4,2.1,3.6,92.3
"3089","Donald Trump",691,0.429,6824,48.4,95.3,0.5,1.3,0.5,0.4,2.1,3.6,92.3
"3091","Hillary Clinton",185,0.205,41585,50,95.9,0.3,0.9,0.7,0.1,2.2,2.9,93.4
"3094","Donald Trump",2410,0.352,41585,50,95.9,0.3,0.9,0.7,0.1,2.2,2.9,93.4
"3097","Hillary Clinton",217,0.209,108623,50.4,94.9,0.7,1.1,1,0.1,2.1,12.5,83.8
"3098","Donald Trump",2702,0.16,108623,50.4,94.9,0.7,1.1,1,0.1,2.1,12.5,83.8
"3102","Hillary Clinton",27,0.144,10979,49.4,94.5,0.5,2.2,0.7,0.1,2,4.2,91
"3104","Donald Trump",788,0.396,10979,49.4,94.5,0.5,2.2,0.7,0.1,2,4.2,91
"3108","Hillary Clinton",5,0.192,2622,49.5,96.1,0.2,1,0.3,0.2,2.3,5.8,90.6
"3110","Donald Trump",138,0.24,2622,49.5,96.1,0.2,1,0.3,0.2,2.3,5.8,90.6
"3114","Donald Trump",130,0.418,1039,48.8,94.1,0.5,1.3,0.5,0.1,3.5,7.5,87.3
"3118","Hillary Clinton",7,0.368,1039,48.8,94.1,0.5,1.3,0.5,0.1,3.5,7.5,87.3
"3122","Donald Trump",7341,0.312,203143,50.6,93.7,0.8,1.7,1,0.3,2.5,24.6,71.3
"3125","Hillary Clinton",278,0.173,203143,50.6,93.7,0.8,1.7,1,0.3,2.5,24.6,71.3
"3126","Hillary Clinton",3,0.3,6837,49.8,97.1,0.2,0.6,0.6,0.2,1.2,5.3,92.2
"3131","Donald Trump",304,0.225,6837,49.8,97.1,0.2,0.6,0.6,0.2,1.2,5.3,92.2
"3132","Hillary Clinton",36,0.387,23540,49.3,95.3,0.6,1.6,0.7,0.1,1.6,26.6,71
"3136","Donald Trump",1025,0.23,23540,49.3,95.3,0.6,1.6,0.7,0.1,1.6,26.6,71
"3138","Hillary Clinton",0,0,867,47.3,93.5,0.8,2.2,1,0,2.4,42.6,54
"3142","Donald Trump",44,0.25,867,47.3,93.5,0.8,2.2,1,0,2.4,42.6,54
"3144","Donald Trump",629,0.449,8562,45.2,94.4,0.5,2.2,0.6,0.1,2.1,3.6,91.3
"3148","Hillary Clinton",38,0.418,8562,45.2,94.4,0.5,2.2,0.6,0.1,2.1,3.6,91.3
"3150","Hillary Clinton",12,0.279,4140,48.7,97.1,0.2,0.7,0.4,0.1,1.5,4.1,93.2
"3151","Donald Trump",430,0.418,4140,48.7,97.1,0.2,0.7,0.4,0.1,1.5,4.1,93.2
"3158","Hillary Clinton",77,0.328,26094,47.8,88.6,3.2,1.6,2.8,0.4,3.4,16.2,74.1
"3160","Donald Trump",1252,0.444,26094,47.8,88.6,3.2,1.6,2.8,0.4,3.4,16.2,74.1
"3162","Hillary Clinton",25,0.403,13021,49.3,97.2,0.3,0.8,0.2,0.1,1.5,6.9,91.1
"3165","Donald Trump",411,0.174,13021,49.3,97.2,0.3,0.8,0.2,0.1,1.5,6.9,91.1
"3168","Hillary Clinton",5,0.172,12867,47.8,96.2,0.8,1.1,0.3,0.1,1.4,12.4,85.2
"3169","Donald Trump",498,0.18,12867,47.8,96.2,0.8,1.1,0.3,0.1,1.4,12.4,85.2
"3174","Hillary Clinton",50,0.269,16866,50.3,95,0.2,0.9,1.4,0.1,2.4,8.2,87.6
"3179","Donald Trump",1230,0.382,16866,50.3,95,0.2,0.9,1.4,0.1,2.4,8.2,87.6
"3181","Hillary Clinton",28,0.364,15064,48.7,94.8,0.5,1.8,0.9,0.2,1.8,28.6,68.6
"3185","Donald Trump",679,0.349,15064,48.7,94.8,0.5,1.8,0.9,0.2,1.8,28.6,68.6
"3186","Donald Trump",1668,0.413,16215,47.8,94,0.4,3,0.5,0.1,2.1,3.1,91.5
"3188","Hillary Clinton",48,0.348,16215,47.8,94,0.4,3,0.5,0.1,2.1,3.1,91.5
"3192","Donald Trump",853,0.153,27021,49.7,96,0.4,1.3,0.5,0.2,1.6,10.3,87.2
"3195","Hillary Clinton",24,0.192,27021,49.7,96,0.4,1.3,0.5,0.2,1.6,10.3,87.2
"3200","Hillary Clinton",32,0.23,22818,49.3,94.8,0.6,2.4,0.5,0.2,1.5,34,63.4
"3203","Donald Trump",754,0.314,22818,49.3,94.8,0.6,2.4,0.5,0.2,1.5,34,63.4
"3205","Hillary Clinton",493,0.24,147326,50.6,94.7,0.4,1.4,0.9,0.2,2.4,4.3,91.1
"3207","Donald Trump",6516,0.291,147326,50.6,94.7,0.4,1.4,0.9,0.2,2.4,4.3,91.1
"3210","Donald Trump",919,0.23,38411,48.5,93.3,1.1,0.9,1.9,0.2,2.7,4.1,89.8
"3213","Hillary Clinton",310,0.161,38411,48.5,93.3,1.1,0.9,1.9,0.2,2.7,4.1,89.8
"3216","Donald Trump",757,0.383,7726,49.3,95.8,0.5,1.2,0.6,0,2,3.1,93.3
"3219","Hillary Clinton",17,0.181,7726,49.3,95.8,0.5,1.2,0.6,0,2,3.1,93.3
"3224","Donald Trump",286,0.388,3838,49.8,90,0.4,6,0.5,0.2,2.8,4,86.8
"3227","Hillary Clinton",20,0.5,3838,49.8,90,0.4,6,0.5,0.2,2.8,4,86.8
"3231","Hillary Clinton",15,0.385,5316,48.5,95.6,0.5,1.7,0.5,0.2,1.6,30.2,66.8
"3232","Donald Trump",241,0.363,5316,48.5,95.6,0.5,1.7,0.5,0.2,1.6,30.2,66.8
"3235","Donald Trump",539,0.076,38038,49.7,95.6,0.7,0.5,1.1,0.4,1.8,7,89.4
"3238","Hillary Clinton",47,0.178,38038,49.7,95.6,0.7,0.5,1.1,0.4,1.8,7,89.4
"3241","Donald Trump",755,0.302,20323,49.4,94.5,0.8,2.2,0.6,0,1.9,33.7,63.6
"3245","Hillary Clinton",26,0.333,20323,49.4,94.5,0.8,2.2,0.6,0,1.9,33.7,63.6
"3246","Donald Trump",1419,0.359,40007,50.5,90.1,0.5,5.8,0.9,0.1,2.5,3.7,87.4
"3248","Hillary Clinton",155,0.286,40007,50.5,90.1,0.5,5.8,0.9,0.1,2.5,3.7,87.4
"3255","Hillary Clinton",5,0.455,4184,50.4,97.4,0.3,0.5,0.6,0.1,1.1,4.1,93.7
"3257","Donald Trump",141,0.178,4184,50.4,97.4,0.3,0.5,0.6,0.1,1.1,4.1,93.7
"3258","Hillary Clinton",22,0.355,11353,49.1,91.7,0.8,4.5,0.7,0.2,2,26.5,68.2
"3260","Donald Trump",706,0.423,11353,49.1,91.7,0.8,4.5,0.7,0.2,2,26.5,68.2
"3266","Donald Trump",1289,0.383,22836,50.5,94.4,0.4,1.6,1,0.1,2.5,16.7,79.2
"3267","Hillary Clinton",46,0.336,22836,50.5,94.4,0.4,1.6,1,0.1,2.5,16.7,79.2
"3271","Donald Trump",184,0.21,7617,49.1,92.9,1,3.1,0.5,0.1,2.4,31.1,64.3
"3273","Hillary Clinton",19,0.297,7617,49.1,92.9,1,3.1,0.5,0.1,2.4,31.1,64.3
"3276","Donald Trump",632,0.415,12390,49.5,94.9,0.3,1.8,0.5,0.2,2.3,3.4,92.1
"3281","Hillary Clinton",45,0.346,12390,49.5,94.9,0.3,1.8,0.5,0.2,2.3,3.4,92.1
"3283","Hillary Clinton",84,0.21,10341,48.2,97,0.4,0.7,0.5,0.2,1.2,17.7,80.4
"3287","Donald Trump",238,0.231,10341,48.2,97,0.4,0.7,0.5,0.2,1.2,17.7,80.4
"3288","Donald Trump",2757,0.286,80914,50.7,94.5,0.7,1.3,1.4,0.2,1.8,15.2,80.8
"3293","Hillary Clinton",201,0.278,80914,50.7,94.5,0.7,1.3,1.4,0.2,1.8,15.2,80.8
"3295","Hillary Clinton",73,0.269,9826,48.1,96.5,0.2,1.1,0.5,0.1,1.6,4.4,92.9
"3298","Donald Trump",575,0.388,9826,48.1,96.5,0.2,1.1,0.5,0.1,1.6,4.4,92.9
"3300","Hillary Clinton",35,0.321,10021,50.1,94.9,0.4,1.5,1,0.2,2,17.2,79.2
"3305","Donald Trump",766,0.37,10021,50.1,94.9,0.4,1.5,1,0.2,2,17.2,79.2
"3308","Donald Trump",5233,0.407,66988,51.1,93.6,3.7,0.2,0.8,0,1.7,1.4,92.4
"3310","Hillary Clinton",1731,0.507,66988,51.1,93.6,3.7,0.2,0.8,0,1.7,1.4,92.4
"3312","Hillary Clinton",770,0.6,7492,49.7,60.3,36.6,0.5,0.3,0.1,2.2,2.1,58.8
"3317","Donald Trump",282,0.524,7492,49.7,60.3,36.6,0.5,0.3,0.1,2.2,2.1,58.8
"3320","Donald Trump",1102,0.412,17269,47.3,90.8,6.5,0.6,0.8,0,1.3,3.5,87.8
"3323","Hillary Clinton",718,0.447,17269,47.3,90.8,6.5,0.6,0.8,0,1.3,3.5,87.8
"3324","Donald Trump",3816,0.394,53869,50.2,93.1,2.7,0.6,1.4,0.1,2.1,20.6,74.4
"3327","Hillary Clinton",1957,0.411,53869,50.2,93.1,2.7,0.6,1.4,0.1,2.1,20.6,74.4
"3332","Donald Trump",502,0.508,6832,35.6,78.5,19.2,1.2,0.3,0,0.7,6.2,74
"3335","Hillary Clinton",160,0.492,6832,35.6,78.5,19.2,1.2,0.3,0,0.7,6.2,74
"3337","Donald Trump",2185,0.395,33840,51,96.6,0.9,0.4,0.9,0,1.1,8.6,88.7
"3341","Hillary Clinton",1518,0.445,33840,51,96.6,0.9,0.4,0.9,0,1.1,8.6,88.7
"3343","Hillary Clinton",446,0.45,4956,49.9,98.8,0.3,0.2,0.3,0,0.4,1.1,97.7
"3346","Donald Trump",329,0.485,4956,49.9,98.8,0.3,0.2,0.3,0,0.4,1.1,97.7
"3348","Hillary Clinton",625,0.488,14715,50,96.6,1.1,0.4,0.6,0,1.3,3.4,93.6
"3350","Donald Trump",1268,0.364,14715,50,96.6,1.1,0.4,0.6,0,1.3,3.4,93.6
"3357","Hillary Clinton",504,0.469,13156,49.3,93.5,3.8,0.8,0.6,0.1,1.2,18.9,76.5
"3359","Donald Trump",680,0.427,13156,49.3,93.5,3.8,0.8,0.6,0.1,1.2,18.9,76.5
"3364","Hillary Clinton",10542,0.338,207133,50.1,73.8,12.8,0.3,10.2,0.1,2.7,5.7,69.1
"3365","Donald Trump",7645,0.293,207133,50.1,73.8,12.8,0.3,10.2,0.1,2.7,5.7,69.1
"3366","Hillary Clinton",1395,0.468,33892,49.1,96.5,1.6,0.2,0.7,0,1,1.6,95.1
"3371","Donald Trump",2392,0.442,33892,49.1,96.5,1.6,0.2,0.7,0,1,1.6,95.1
"3372","Hillary Clinton",560,0.447,16180,50.8,98.1,0.5,0.2,0.3,0,0.8,1.4,96.8
"3374","Donald Trump",1484,0.414,16180,50.8,98.1,0.5,0.2,0.3,0,0.8,1.4,96.8
"3381","Donald Trump",1294,0.481,13520,50.7,97.6,0.5,0.2,0.7,0,0.9,1.5,96.3
"3383","Hillary Clinton",378,0.449,13520,50.7,97.6,0.5,0.2,0.7,0,0.9,1.5,96.3
"3384","Donald Trump",2522,0.436,37857,48.2,94.3,3.7,0.4,0.5,0.1,1.1,3.1,91.6
"3389","Hillary Clinton",906,0.412,37857,48.2,94.3,3.7,0.4,0.5,0.1,1.1,3.1,91.6
"3392","Donald Trump",3156,0.372,53320,51.7,93,4.1,0.3,1,0,1.6,2.3,91.1
"3395","Hillary Clinton",1708,0.399,53320,51.7,93,4.1,0.3,1,0,1.6,2.3,91.1
"3400","Hillary Clinton",609,0.501,19393,48.4,93.1,4.9,0.4,0.6,0,1,2.2,91.3
"3401","Donald Trump",1508,0.417,19393,48.4,93.1,4.9,0.4,0.6,0,1,2.2,91.3
